"STATION","NAME","DATE","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000HKII","KII HAWAII, HI US","2023-01-25",,,"73",",,U","78","H,,U","68","H,,U"
"USR0000HKII","KII HAWAII, HI US","2023-01-26",,,"72",",,U","75","H,,U","71","H,,U"
"USR0000HKII","KII HAWAII, HI US","2023-01-27",,,"72",",,U","73","H,,U","70","H,,U"
"USR0000HKII","KII HAWAII, HI US","2023-01-28",,,"72",",,U","74","H,,U","69","H,,U"
"USR0000HKII","KII HAWAII, HI US","2023-01-29",,,"71",",,U","72","H,,U","69","H,,U"
"USR0000HKII","KII HAWAII, HI US","2023-01-30",,,"71",",,U","75","H,,U","66","H,,U"
"USR0000HKII","KII HAWAII, HI US","2023-01-31",,,"73",",,U","79","H,,U","66","H,,U"
"USR0000HKII","KII HAWAII, HI US","2023-02-01",,,"74",",,U","79","H,,U","68","H,,U"
"USC00515275","LANAI AIRPORT 656, HI US","2023-01-01","0.00",",,W,",,,"77",",,W","61",",,W"
"USC00515275","LANAI AIRPORT 656, HI US","2023-01-02","0.00",",,W,",,,"76",",,W","62",",,W"
"USC00515275","LANAI AIRPORT 656, HI US","2023-01-03","0.00",",,W,",,,"77",",,W","64",",,W"
"USC00515275","LANAI AIRPORT 656, HI US","2023-01-04","0.25",",,W,",,,"73",",,W","65",",,W"
"USC00515275","LANAI AIRPORT 656, HI US","2023-01-05","0.00",",,W,",,,"76",",,W","61",",,W"
"USC00515275","LANAI AIRPORT 656, HI US","2023-01-06","0.00",",,W,",,,"77",",,W","61",",,W"
"USC00515275","LANAI AIRPORT 656, HI US","2023-01-07","0.00",",,W,",,,"76",",,W","62",",,W"
"USC00515275","LANAI AIRPORT 656, HI US","2023-01-08","0.00",",,W,",,,"76",",,W","59",",,W"
"USC00515275","LANAI AIRPORT 656, HI US","2023-01-09","0.00",",,W,",,,"75",",,W","59",",,W"
"USC00515275","LANAI AIRPORT 656, HI US","2023-01-10","0.00",",,W,",,,"75",",,W","62",",,W"
"USC00515275","LANAI AIRPORT 656, HI US","2023-01-11","0.00",",,W,",,,"76",",,W","60",",,W"
"USC00515275","LANAI AIRPORT 656, HI US","2023-01-12","0.00",",,W,",,,"75",",,W","58",",,W"
"USC00515275","LANAI AIRPORT 656, HI US","2023-01-13","0.00",",,W,",,,"74",",,W","58",",,W"
"USC00515275","LANAI AIRPORT 656, HI US","2023-01-14","0.00",",,W,",,,"74",",,W","59",",,W"
"USC00515275","LANAI AIRPORT 656, HI US","2023-01-15","0.00",",,W,",,,"75",",,W","60",",,W"
"USC00515275","LANAI AIRPORT 656, HI US","2023-01-16","0.00",",,W,",,,"77",",,W","63",",,W"
"USC00515275","LANAI AIRPORT 656, HI US","2023-01-17","0.00",",,W,",,,"80",",,W","60",",,W"
"USC00515275","LANAI AIRPORT 656, HI US","2023-01-18","0.00",",,W,",,,"78",",,W","60",",,W"
"USC00515275","LANAI AIRPORT 656, HI US","2023-01-19","0.00",",,W,",,,"75",",,W","60",",,W"
"USC00515275","LANAI AIRPORT 656, HI US","2023-01-20","0.00",",,W,",,,"79",",,W","62",",,W"
"USC00515275","LANAI AIRPORT 656, HI US","2023-01-21","0.00",",,W,",,,"78",",,W","62",",,W"
"USC00515275","LANAI AIRPORT 656, HI US","2023-01-22","0.00",",,W,",,,"77",",,W","61",",,W"
"USC00515275","LANAI AIRPORT 656, HI US","2023-01-23","0.00",",,W,",,,"76",",,W","60",",,W"
"USC00515275","LANAI AIRPORT 656, HI US","2023-01-24","0.32",",,W,",,,"76",",,W","60",",,W"
"USC00515275","LANAI AIRPORT 656, HI US","2023-01-25","0.30",",,W,",,,"74",",,W","60",",,W"
"USC00515275","LANAI AIRPORT 656, HI US","2023-01-26","0.00","T,,W,",,,"73",",,W","64",",,W"
"USC00515275","LANAI AIRPORT 656, HI US","2023-01-27","0.02",",,W,",,,"71",",,W","64",",,W"
"USC00515275","LANAI AIRPORT 656, HI US","2023-01-28","0.19",",,W,",,,"68",",,W","64",",,W"
"USC00515275","LANAI AIRPORT 656, HI US","2023-01-29","0.62",",,W,",,,"70",",,W","64",",,W"
"USC00515275","LANAI AIRPORT 656, HI US","2023-01-30","0.06",",,W,",,,"71",",,W","63",",,W"
"USC00515275","LANAI AIRPORT 656, HI US","2023-01-31","0.00",",,W,",,,"76",",,W","62",",,W"
"USC00515275","LANAI AIRPORT 656, HI US","2023-02-01","0.00",",,W,",,,"75",",,W","63",",,W"
"USC00516122","MANOA 712.1, HI US","2023-01-01","0.00",",,7,0800",,,,,,
"USC00516122","MANOA 712.1, HI US","2023-01-02","0.00",",,7,0800",,,,,,
"USC00516122","MANOA 712.1, HI US","2023-01-03","0.00",",,7,0800",,,,,,
"USC00516122","MANOA 712.1, HI US","2023-01-04","0.13",",,7,0800",,,,,,
"USC00516122","MANOA 712.1, HI US","2023-01-05","0.21",",,7,0800",,,,,,
"USC00516122","MANOA 712.1, HI US","2023-01-06","0.00","T,,7,0800",,,,,,
"USC00516122","MANOA 712.1, HI US","2023-01-07","0.00",",,7,0800",,,,,,
"USC00516122","MANOA 712.1, HI US","2023-01-08","0.00",",,7,0800",,,,,,
"USC00516122","MANOA 712.1, HI US","2023-01-09","0.00",",,7,0800",,,,,,
"USC00516122","MANOA 712.1, HI US","2023-01-10","0.00",",,7,0800",,,,,,
"USC00516122","MANOA 712.1, HI US","2023-01-11","0.00",",,7,0800",,,,,,
"USC00516122","MANOA 712.1, HI US","2023-01-12","0.00",",,7,0800",,,,,,
"USC00516122","MANOA 712.1, HI US","2023-01-13","0.00",",,7,0800",,,,,,
"USC00516122","MANOA 712.1, HI US","2023-01-14","0.00",",,7,0800",,,,,,
"USC00516122","MANOA 712.1, HI US","2023-01-15","0.00",",,7,0800",,,,,,
"USC00516122","MANOA 712.1, HI US","2023-01-16","0.00",",,7,0800",,,,,,
"USC00516122","MANOA 712.1, HI US","2023-01-17","0.00",",,7,0800",,,,,,
"USC00516122","MANOA 712.1, HI US","2023-01-18","0.00",",,7,0800",,,,,,
"USC00516122","MANOA 712.1, HI US","2023-01-19","0.00",",,7,0800",,,,,,
"USC00516122","MANOA 712.1, HI US","2023-01-20","0.00",",,7,0800",,,,,,
"USC00516122","MANOA 712.1, HI US","2023-01-21","0.00",",,7,0800",,,,,,
"USC00516122","MANOA 712.1, HI US","2023-01-22","0.00",",,7,0800",,,,,,
"USC00516122","MANOA 712.1, HI US","2023-01-23","0.00",",,7,0800",,,,,,
"USC00516122","MANOA 712.1, HI US","2023-01-24","0.00",",,7,0800",,,,,,
"USC00516122","MANOA 712.1, HI US","2023-01-25","0.00",",,7,0800",,,,,,
"USC00516122","MANOA 712.1, HI US","2023-01-26","0.00",",,7,0800",,,,,,
"USC00516122","MANOA 712.1, HI US","2023-01-27","0.00",",,7,0800",,,,,,
"USC00516122","MANOA 712.1, HI US","2023-01-28","0.00",",,7,0800",,,,,,
"USC00516122","MANOA 712.1, HI US","2023-01-29","0.75",",,7,0800",,,,,,
"USC00516122","MANOA 712.1, HI US","2023-01-30","1.52",",,7,0800",,,,,,
"USC00516122","MANOA 712.1, HI US","2023-01-31","0.20",",,7,0800",,,,,,
"USC00516122","MANOA 712.1, HI US","2023-02-01","0.00",",,7,0800",,,,,,
"USC00518422","PUUKOHOLA HEIAU 98.1, HI US","2023-01-01","0.00",",,7,0800",,,"82",",,7","67",",,7"
"USC00518422","PUUKOHOLA HEIAU 98.1, HI US","2023-01-02","0.00",",,7,0800",,,"82",",,7","67",",,7"
"USC00518422","PUUKOHOLA HEIAU 98.1, HI US","2023-01-03","0.00",",,7,0800",,,"81",",,7","67",",,7"
"USC00518422","PUUKOHOLA HEIAU 98.1, HI US","2023-01-04","0.00",",,7,0800",,,"80",",,7","67",",,7"
"USC00518422","PUUKOHOLA HEIAU 98.1, HI US","2023-01-05","0.00",",,7,0800",,,"84",",,7","68",",,7"
"USC00518422","PUUKOHOLA HEIAU 98.1, HI US","2023-01-06","0.00",",,7,0800",,,"81",",,7","68",",,7"
"USC00518422","PUUKOHOLA HEIAU 98.1, HI US","2023-01-07","0.00",",,7,0800",,,"82",",,7","68",",,7"
"USC00518422","PUUKOHOLA HEIAU 98.1, HI US","2023-01-08","0.00",",,7,0800",,,"80",",,7","67",",,7"
"USC00518422","PUUKOHOLA HEIAU 98.1, HI US","2023-01-09","0.00",",,7,0800",,,"81",",,7","66",",,7"
"USC00518422","PUUKOHOLA HEIAU 98.1, HI US","2023-01-10","0.00",",,7,0800",,,"80",",,7","68",",,7"
"USC00518422","PUUKOHOLA HEIAU 98.1, HI US","2023-01-11","0.00",",,7,0800",,,"81",",,7","67",",,7"
"USC00518422","PUUKOHOLA HEIAU 98.1, HI US","2023-01-12","0.00",",,7,0800",,,"85",",,7","65",",,7"
"USC00518422","PUUKOHOLA HEIAU 98.1, HI US","2023-01-13","0.00",",,7,0800",,,"81",",,7","65",",,7"
"USC00518422","PUUKOHOLA HEIAU 98.1, HI US","2023-01-14","0.00",",,7,0800",,,"80",",,7","64",",,7"
"USC00518422","PUUKOHOLA HEIAU 98.1, HI US","2023-01-15","0.00",",,7,0800",,,"81",",,7","66",",,7"
"USC00518422","PUUKOHOLA HEIAU 98.1, HI US","2023-01-16","0.00",",,7,0800",,,"81",",,7","66",",,7"
"USC00518422","PUUKOHOLA HEIAU 98.1, HI US","2023-01-17","0.00",",,7,0800",,,"82",",,7","67",",,7"
"USC00518422","PUUKOHOLA HEIAU 98.1, HI US","2023-01-18","0.00",",,7,0800",,,"83",",,7","67",",,7"
"USC00518422","PUUKOHOLA HEIAU 98.1, HI US","2023-01-19","0.00",",,7,0800",,,"80",",,7","67",",,7"
"USC00518422","PUUKOHOLA HEIAU 98.1, HI US","2023-01-20","0.00",",,7,0800",,,"81",",,7","67",",,7"
"USC00518422","PUUKOHOLA HEIAU 98.1, HI US","2023-01-21","0.00",",,7,0800",,,"81",",,7","67",",,7"
"USC00518422","PUUKOHOLA HEIAU 98.1, HI US","2023-01-22","0.00",",,7,0800",,,"82",",,7","65",",,7"
"USC00518422","PUUKOHOLA HEIAU 98.1, HI US","2023-01-23","0.00",",,7,0800",,,"82",",,7","65",",,7"
"USC00518422","PUUKOHOLA HEIAU 98.1, HI US","2023-01-24","0.00",",,7,0800",,,"81",",,7","68",",,7"
"USC00518422","PUUKOHOLA HEIAU 98.1, HI US","2023-01-25","0.00",",,7,0800",,,"81",",,7","70",",,7"
"USC00518422","PUUKOHOLA HEIAU 98.1, HI US","2023-01-26","0.00",",,7,0800",,,"81",",,7","70",",,7"
"USC00518422","PUUKOHOLA HEIAU 98.1, HI US","2023-01-27","0.00",",,7,0800",,,"80",",,7","70",",,7"
"USC00518422","PUUKOHOLA HEIAU 98.1, HI US","2023-01-28","0.20",",,7,0800",,,"82",",,7","69",",,7"
"USC00518422","PUUKOHOLA HEIAU 98.1, HI US","2023-01-29","0.00",",,7,0800",,,"80",",,7","69",",,7"
"USC00518422","PUUKOHOLA HEIAU 98.1, HI US","2023-01-30","0.00",",,7,0800",,,"79",",,7","68",",,7"
"USC00518422","PUUKOHOLA HEIAU 98.1, HI US","2023-01-31","0.00",",,7,0800",,,"80",",,7","69",",,7"
"USC00518422","PUUKOHOLA HEIAU 98.1, HI US","2023-02-01","0.00",",,7,0800",,,"81",",,7","67",",,7"
"USC00138004","STRATFORD 4 WSW, IA US","2023-01-01","0.00",",,H",,,,,,
"USC00138004","STRATFORD 4 WSW, IA US","2023-01-02","0.00",",,H",,,,,,
"USC00138004","STRATFORD 4 WSW, IA US","2023-01-04","0.00",",,H",,,,,,
"USC00138004","STRATFORD 4 WSW, IA US","2023-01-06","0.00",",,H",,,,,,
"USC00138004","STRATFORD 4 WSW, IA US","2023-01-07","0.00",",,H",,,,,,
"USC00138004","STRATFORD 4 WSW, IA US","2023-01-08","0.00",",,H",,,,,,
"USC00138004","STRATFORD 4 WSW, IA US","2023-01-09","0.00",",,H",,,,,,
"USC00138004","STRATFORD 4 WSW, IA US","2023-01-10","0.00",",,H",,,,,,
"USC00138004","STRATFORD 4 WSW, IA US","2023-01-11","0.00",",,H",,,,,,
"USC00138004","STRATFORD 4 WSW, IA US","2023-01-12","0.00",",,H",,,,,,
"USC00138004","STRATFORD 4 WSW, IA US","2023-01-13","0.00",",,H",,,,,,
"USC00138004","STRATFORD 4 WSW, IA US","2023-01-14","0.00",",,H",,,,,,
"USC00138004","STRATFORD 4 WSW, IA US","2023-01-15","0.00",",,H",,,,,,
"USC00138004","STRATFORD 4 WSW, IA US","2023-01-18","0.00",",,H",,,,,,
"USC00138004","STRATFORD 4 WSW, IA US","2023-01-21","0.00",",,H",,,,,,
"USC00138004","STRATFORD 4 WSW, IA US","2023-01-22","0.00",",,H",,,,,,
"USC00138004","STRATFORD 4 WSW, IA US","2023-01-23","0.00",",,H",,,,,,
"USC00138004","STRATFORD 4 WSW, IA US","2023-01-24","0.00",",,H",,,,,,
"USC00138004","STRATFORD 4 WSW, IA US","2023-01-25","0.00",",,H",,,,,,
"USC00138004","STRATFORD 4 WSW, IA US","2023-01-30","0.00",",,H",,,,,,
"USC00138004","STRATFORD 4 WSW, IA US","2023-01-31","0.00",",,H",,,,,,
"USC00138004","STRATFORD 4 WSW, IA US","2023-02-01","0.00",",,H",,,,,,
"USC00138009","STRAWBERRY POINT, IA US","2023-01-01","0.00","T,,7,0700",,,,,,
"USC00138009","STRAWBERRY POINT, IA US","2023-01-02","0.00",",,7,0700",,,,,,
"USC00138009","STRAWBERRY POINT, IA US","2023-01-03","0.48",",,7,0700",,,,,,
"USC00138009","STRAWBERRY POINT, IA US","2023-01-04","0.08",",,7,0700",,,,,,
"USC00138009","STRAWBERRY POINT, IA US","2023-01-05","0.07",",,7,0700",,,,,,
"USC00138009","STRAWBERRY POINT, IA US","2023-01-06","0.00",",,7,0700",,,,,,
"USC00138009","STRAWBERRY POINT, IA US","2023-01-07","0.00","T,,7,0700",,,,,,
"USC00138009","STRAWBERRY POINT, IA US","2023-01-08","0.00","T,,7,0700",,,,,,
"USC00138009","STRAWBERRY POINT, IA US","2023-01-09","0.00",",,7,0700",,,,,,
"USC00138009","STRAWBERRY POINT, IA US","2023-01-10","0.00",",,7,0700",,,,,,
"USC00138009","STRAWBERRY POINT, IA US","2023-01-11","0.00",",,7,0700",,,,,,
"USC00138009","STRAWBERRY POINT, IA US","2023-01-12","0.00",",,7,0700",,,,,,
"USC00138009","STRAWBERRY POINT, IA US","2023-01-13","0.00","T,,7,0700",,,,,,
"USC00138009","STRAWBERRY POINT, IA US","2023-01-14","0.00","T,,7,0700",,,,,,
"USC00138009","STRAWBERRY POINT, IA US","2023-01-15","0.00",",,7,0700",,,,,,
"USC00138009","STRAWBERRY POINT, IA US","2023-01-16","0.25",",,7,0700",,,,,,
"USC00138009","STRAWBERRY POINT, IA US","2023-01-17","0.40",",,7,0700",,,,,,
"USC00138009","STRAWBERRY POINT, IA US","2023-01-18","0.00","T,,7,0700",,,,,,
"USC00138009","STRAWBERRY POINT, IA US","2023-01-19","0.31",",,7,0700",,,,,,
"USC00138009","STRAWBERRY POINT, IA US","2023-01-20","0.01",",,7,0700",,,,,,
"USC00138009","STRAWBERRY POINT, IA US","2023-01-21","0.00","T,,7,0700",,,,,,
"USC00138009","STRAWBERRY POINT, IA US","2023-01-22","0.05",",,7,0700",,,,,,
"USC00138009","STRAWBERRY POINT, IA US","2023-01-23","0.00","T,,7,0700",,,,,,
"USC00138009","STRAWBERRY POINT, IA US","2023-01-24","0.00","T,,7,0700",,,,,,
"USC00138009","STRAWBERRY POINT, IA US","2023-01-25","0.00","T,,7,0700",,,,,,
"USC00138009","STRAWBERRY POINT, IA US","2023-01-26","0.11",",,7,0700",,,,,,
"USC00138009","STRAWBERRY POINT, IA US","2023-01-27","0.05",",,7,0700",,,,,,
"USC00138009","STRAWBERRY POINT, IA US","2023-01-28","0.00","T,,7,0700",,,,,,
"USC00138009","STRAWBERRY POINT, IA US","2023-01-29","0.34",",,7,0700",,,,,,
"USC00138009","STRAWBERRY POINT, IA US","2023-01-30","0.00",",,7,0700",,,,,,
"USC00138009","STRAWBERRY POINT, IA US","2023-01-31","0.00",",,7,0700",,,,,,
"USC00138009","STRAWBERRY POINT, IA US","2023-02-01","0.00",",,7,0700",,,,,,
"USC00517457","PAHOA 65, HI US","2023-01-06",,,,,,,,
"USC00517457","PAHOA 65, HI US","2023-01-13","0.00",",,7,0800",,,,,,
"USC00517457","PAHOA 65, HI US","2023-01-20",,,,,,,,
"USC00517457","PAHOA 65, HI US","2023-01-27",,,,,,,,
"USR0000HPAL","PALI 2 HAWAII, HI US","2023-01-01",,,"63",",,U","73","H,,U","59","H,,U"
"USR0000HPAL","PALI 2 HAWAII, HI US","2023-01-02",,,"63",",,U","72","H,,U","57","H,,U"
"USR0000HPAL","PALI 2 HAWAII, HI US","2023-01-03",,,"63",",,U","72","H,,U","56","H,,U"
"USR0000HPAL","PALI 2 HAWAII, HI US","2023-01-04",,,"64",",,U","72","H,,U","59","H,,U"
"USR0000HPAL","PALI 2 HAWAII, HI US","2023-01-05",,,"65",",,U","73","H,,U","59","H,,U"
"USR0000HPAL","PALI 2 HAWAII, HI US","2023-01-06",,,"67",",,U","81","H,,U","60","H,,U"
"USR0000HPAL","PALI 2 HAWAII, HI US","2023-01-07",,,"65",",,U","74","H,,U","58","H,,U"
"USR0000HPAL","PALI 2 HAWAII, HI US","2023-01-08",,,"62",",,U","73","H,,U","53","H,,U"
"USR0000HPAL","PALI 2 HAWAII, HI US","2023-01-09",,,"62",",,U","74","H,,U","52","H,,U"
"USR0000HPAL","PALI 2 HAWAII, HI US","2023-01-10",,,"64",",,U","74","H,,U","55","H,,U"
"USR0000HPAL","PALI 2 HAWAII, HI US","2023-01-11",,,"66",",,U","79","H,,U","55","H,,U"
"USR0000HPAL","PALI 2 HAWAII, HI US","2023-01-12",,,"62",",,U","72","H,,U","54","H,,U"
"USR0000HPAL","PALI 2 HAWAII, HI US","2023-01-13",,,"61",",,U","73","H,,U","52","H,,U"
"USR0000HPAL","PALI 2 HAWAII, HI US","2023-01-14",,,"62",",,U","72","H,,U","50","H,,U"
"USR0000HPAL","PALI 2 HAWAII, HI US","2023-01-15",,,"65",",,U","78","H,,U","57","H,,U"
"USR0000HPAL","PALI 2 HAWAII, HI US","2023-01-16",,,"65",",,U","74","H,,U","60","H,,U"
"USR0000HPAL","PALI 2 HAWAII, HI US","2023-01-17",,,"64",",,U","73","H,,U","58","H,,U"
"USR0000HPAL","PALI 2 HAWAII, HI US","2023-01-18",,,"64",",,U","70","H,,U","57","H,,U"
"USR0000HPAL","PALI 2 HAWAII, HI US","2023-01-19",,,"62",",,U","70","H,,U","57","H,,U"
"USR0000HPAL","PALI 2 HAWAII, HI US","2023-01-20",,,"63",",,U","75","H,,U","56","H,,U"
"USR0000HPAL","PALI 2 HAWAII, HI US","2023-01-21",,,"63",",,U","73","H,,U","55","H,,U"
"USR0000HPAL","PALI 2 HAWAII, HI US","2023-01-22",,,"65",",,U","74","H,,U","58","H,,U"
"USR0000HPAL","PALI 2 HAWAII, HI US","2023-01-23",,,"62",",,U","71","H,,U","56","H,,U"
"USR0000HPAL","PALI 2 HAWAII, HI US","2023-01-24",,,"63",",,U","72","H,,U","58","H,,U"
"USR0000HPAL","PALI 2 HAWAII, HI US","2023-01-25",,,"62",",,U","69","H,,U","54","H,,U"
"USR0000HPAL","PALI 2 HAWAII, HI US","2023-01-26",,,"65",",,U","71","H,,U","61","H,,U"
"USR0000HPAL","PALI 2 HAWAII, HI US","2023-01-27",,,"66",",,U","74","H,,U","61","H,,U"
"USR0000HPAL","PALI 2 HAWAII, HI US","2023-01-28",,,"63",",,U","69","H,,U","60","H,,U"
"USR0000HPAL","PALI 2 HAWAII, HI US","2023-01-29",,,"64",",,U","67","H,,U","61","H,,U"
"USR0000HPAL","PALI 2 HAWAII, HI US","2023-01-30",,,"62",",,U","70","H,,U","59","H,,U"
"USR0000HPAL","PALI 2 HAWAII, HI US","2023-01-31",,,"62",",,U","66","H,,U","59","H,,U"
"USR0000HPAL","PALI 2 HAWAII, HI US","2023-02-01",,,"65",",,U","75","H,,U","59","H,,U"
"US1HIMI0010","LANAI CITY 0.6 ESE, HI US","2023-01-01","0.02",",,N",,,,,,
"US1HIMI0010","LANAI CITY 0.6 ESE, HI US","2023-01-02","0.00","T,,N",,,,,,
"US1HIMI0010","LANAI CITY 0.6 ESE, HI US","2023-01-03","0.01",",,N",,,,,,
"US1HIMI0010","LANAI CITY 0.6 ESE, HI US","2023-01-04","0.01",",,N",,,,,,
"US1HIMI0010","LANAI CITY 0.6 ESE, HI US","2023-01-05","1.29",",,N",,,,,,
"US1HIMI0010","LANAI CITY 0.6 ESE, HI US","2023-01-06","0.00","T,,N",,,,,,
"US1HIMI0010","LANAI CITY 0.6 ESE, HI US","2023-01-07","0.00","T,,N",,,,,,
"US1HIMI0010","LANAI CITY 0.6 ESE, HI US","2023-01-08","0.00","T,,N",,,,,,
"US1HIMI0010","LANAI CITY 0.6 ESE, HI US","2023-01-09","0.00","T,,N",,,,,,
"US1HIMI0010","LANAI CITY 0.6 ESE, HI US","2023-01-10","0.01",",,N",,,,,,
"US1HIMI0010","LANAI CITY 0.6 ESE, HI US","2023-01-11","0.01",",,N",,,,,,
"US1HIMI0010","LANAI CITY 0.6 ESE, HI US","2023-01-12","0.00","T,,N",,,,,,
"US1HIMI0010","LANAI CITY 0.6 ESE, HI US","2023-01-13","0.00","T,,N",,,,,,
"US1HIMI0010","LANAI CITY 0.6 ESE, HI US","2023-01-14","0.01",",,N",,,,,,
"US1HIMI0010","LANAI CITY 0.6 ESE, HI US","2023-01-15","0.04",",,N",,,,,,
"US1HIMI0010","LANAI CITY 0.6 ESE, HI US","2023-01-16","0.00","T,,N",,,,,,
"US1HIMI0010","LANAI CITY 0.6 ESE, HI US","2023-01-17","0.00","T,,N",,,,,,
"US1HIMI0010","LANAI CITY 0.6 ESE, HI US","2023-01-18","0.00","T,,N",,,,,,
"US1HIMI0010","LANAI CITY 0.6 ESE, HI US","2023-01-19","0.01",",,N",,,,,,
"US1HIMI0010","LANAI CITY 0.6 ESE, HI US","2023-01-20","0.01",",,N",,,,,,
"US1HIMI0010","LANAI CITY 0.6 ESE, HI US","2023-01-21","0.01",",,N",,,,,,
"US1HIMI0010","LANAI CITY 0.6 ESE, HI US","2023-01-22","0.01",",,N",,,,,,
"US1HIMI0010","LANAI CITY 0.6 ESE, HI US","2023-01-23","0.01",",,N",,,,,,
"US1HIMI0010","LANAI CITY 0.6 ESE, HI US","2023-01-24","0.18",",,N",,,,,,
"US1HIMI0010","LANAI CITY 0.6 ESE, HI US","2023-01-25","0.66",",,N",,,,,,
"US1HIMI0010","LANAI CITY 0.6 ESE, HI US","2023-01-26","0.10",",,N",,,,,,
"US1HIMI0010","LANAI CITY 0.6 ESE, HI US","2023-01-27","0.40",",,N",,,,,,
"US1HIMI0010","LANAI CITY 0.6 ESE, HI US","2023-01-28","1.20",",,N",,,,,,
"US1HIMI0010","LANAI CITY 0.6 ESE, HI US","2023-01-29","1.31",",,N",,,,,,
"US1HIMI0010","LANAI CITY 0.6 ESE, HI US","2023-01-30","0.09",",,N",,,,,,
"US1HIMI0010","LANAI CITY 0.6 ESE, HI US","2023-01-31","0.01",",,N",,,,,,
"US1HIMI0010","LANAI CITY 0.6 ESE, HI US","2023-02-01","0.01",",,N",,,,,,
"US1HIMI0011","MAUNALOA 3.4 NNW, HI US","2023-01-03","0.02",",,N",,,,,,
"US1HIMI0011","MAUNALOA 3.4 NNW, HI US","2023-01-04","0.06",",,N",,,,,,
"US1HIMI0011","MAUNALOA 3.4 NNW, HI US","2023-01-05","0.48",",,N",,,,,,
"US1HIMI0011","MAUNALOA 3.4 NNW, HI US","2023-01-25","0.04",",,N",,,,,,
"US1HIMI0011","MAUNALOA 3.4 NNW, HI US","2023-01-26","0.09",",,N",,,,,,
"US1HIMI0011","MAUNALOA 3.4 NNW, HI US","2023-01-27","0.04",",,N",,,,,,
"US1HIMI0011","MAUNALOA 3.4 NNW, HI US","2023-01-28","0.43",",,N",,,,,,
"US1HIMI0011","MAUNALOA 3.4 NNW, HI US","2023-01-29","1.79",",,N",,,,,,
"US1HIMI0011","MAUNALOA 3.4 NNW, HI US","2023-01-30","1.39",",,N",,,,,,
"US1HIMI0011","MAUNALOA 3.4 NNW, HI US","2023-01-31","0.02",",,N",,,,,,
"US1HIMI0011","MAUNALOA 3.4 NNW, HI US","2023-02-01","0.02",",,N",,,,,,
"USC00133910","HOLSTEIN 5 NNW, IA US","2023-01-01","0.00",",,7,0700",,,"41",",,7","28",",,7"
"USC00133910","HOLSTEIN 5 NNW, IA US","2023-01-02","0.00",",,7,0700",,,"39",",,7","28",",,7"
"USC00133910","HOLSTEIN 5 NNW, IA US","2023-01-03",,,,,"32",",,7","28",",,7"
"USC00133910","HOLSTEIN 5 NNW, IA US","2023-01-04",,,,,"36",",,7","22",",,7"
"USC00133910","HOLSTEIN 5 NNW, IA US","2023-01-05","0.00",",,7,0700",,,"24",",,7","20",",,7"
"USC00133910","HOLSTEIN 5 NNW, IA US","2023-01-06","0.00",",,7,0700",,,"23",",,7","11",",,7"
"USC00133910","HOLSTEIN 5 NNW, IA US","2023-01-07","0.00",",,7,0700",,,"24",",,7","2",",,7"
"USC00133910","HOLSTEIN 5 NNW, IA US","2023-01-08","0.00",",,7,0700",,,"21",",,7","2",",,7"
"USC00133910","HOLSTEIN 5 NNW, IA US","2023-01-09","0.00",",,7,0700",,,"32",",,7","14",",,7"
"USC00133910","HOLSTEIN 5 NNW, IA US","2023-01-10","0.00",",,7,0700",,,"39",",,7","22",",,7"
"USC00133910","HOLSTEIN 5 NNW, IA US","2023-01-11","0.00",",,7,0700",,,"37",",,7","21",",,7"
"USC00133910","HOLSTEIN 5 NNW, IA US","2023-01-12","0.00",",,7,0700",,,"28",",,7","19",",,7"
"USC00133910","HOLSTEIN 5 NNW, IA US","2023-01-13","0.00",",,7,0700",,,"23",",,7","12",",,7"
"USC00133910","HOLSTEIN 5 NNW, IA US","2023-01-14","0.00","T,,7,0700",,,"24",",,7","11",",,7"
"USC00133910","HOLSTEIN 5 NNW, IA US","2023-01-15","0.00",",,7,0700",,,"35",",,7","23",",,7"
"USC00133910","HOLSTEIN 5 NNW, IA US","2023-01-16","0.14",",,7,0700",,,"40",",,7","32",",,7"
"USC00133910","HOLSTEIN 5 NNW, IA US","2023-01-17","0.38",",,7,0700",,,"38",",,7","26",",,7"
"USC00133910","HOLSTEIN 5 NNW, IA US","2023-01-18","0.00",",,7,0700",,,"29",",,7","22",",,7"
"USC00133910","HOLSTEIN 5 NNW, IA US","2023-01-19","0.20",",,7,0700",,,"29",",,7","25",",,7"
"USC00133910","HOLSTEIN 5 NNW, IA US","2023-01-20","0.00",",,7,0700",,,"27",",,7","18",",,7"
"USC00133910","HOLSTEIN 5 NNW, IA US","2023-01-21","0.00",",,7,0700",,,"26",",,7","12",",,7"
"USC00133910","HOLSTEIN 5 NNW, IA US","2023-01-22","0.02",",,7,0700",,,"21",",,7","6",",,7"
"USC00133910","HOLSTEIN 5 NNW, IA US","2023-01-23","0.00",",,7,0700",,,"14",",,7","4",",,7"
"USC00133910","HOLSTEIN 5 NNW, IA US","2023-01-24","0.00",",,7,0700",,,"31",",,7","8",",,7"
"USC00133910","HOLSTEIN 5 NNW, IA US","2023-01-25","0.00",",,7,0700",,,"32",",,7","17",",,7"
"USC00133910","HOLSTEIN 5 NNW, IA US","2023-01-26","0.00","T,,7,0700",,,"23",",,7","-1",",,7"
